user_id,movie_id,rating,timestamp
U00001,M00044,4,1742371403
U00001,M00119,4,1688245937
U00001,M00122,1,1644800696
U00001,M00018,5,1662760006
U00001,M00022,4,1614286317
U00001,M00124,4,1685868689
U00001,M00195,5,1682055331
U00001,M00193,5,1697192272
U00001,M00089,4,1636942666
U00001,M00160,5,1718114833
U00001,M00045,4,1679449553
U00001,M00155,4,1693901872
U00001,M00187,3,1721245061
U00001,M00121,5,1710505853
U00001,M00186,5,1727533904
U00001,M00150,5,1675544938
U00001,M00074,5,1636888278
U00001,M00131,5,1647167603
U00001,M00047,5,1606249797
U00001,M00177,4,1617378508
U00002,M00016,4,1645951674
U00002,M00177,5,1627138997
U00002,M00083,4,1694813778
U00002,M00062,4,1634927842
U00002,M00103,5,1749341594
U00002,M00101,3,1687966775
U00002,M00195,4,1640330889
U00002,M00193,5,1636550118
U00002,M00085,5,1683425973
U00002,M00040,4,1697372357
U00002,M00044,5,1692074549
U00002,M00011,4,1608716272
U00002,M00116,4,1732177867
U00002,M00167,5,1650768472
U00002,M00138,4,1679702205
U00002,M00121,5,1715294138
U00002,M00150,5,1736432836
U00002,M00038,5,1618024921
U00002,M00018,4,1727541144
U00002,M00134,5,1727196446
U00003,M00163,5,1648789058
U00003,M00006,4,1746687546
U00003,M00136,5,1697475576
U00003,M00185,4,1612722890
U00003,M00169,5,1639914617
U00003,M00096,5,1738705250
U00003,M00093,4,1608258053
U00003,M00122,4,1655905351
U00003,M00067,4,1739734685
U00003,M00157,5,1701295844
U00003,M00186,5,1601218716
U00003,M00123,5,1729818482
U00003,M00179,5,1657272744
U00003,M00087,4,1607344556
U00003,M00170,3,1635047987
U00003,M00190,4,1728718795
U00003,M00021,3,1639446599
U00003,M00081,4,1701593109
U00003,M00183,4,1704972611
U00003,M00165,5,1734345232
U00004,M00128,4,1681128495
U00004,M00158,5,1657948336
U00004,M00188,4,1635264567
U00004,M00013,5,1645901517
U00004,M00031,5,1679431308
U00004,M00176,5,1692983570
U00004,M00054,4,1698015881
U00004,M00025,4,1644954345
U00004,M00046,4,1648373852
U00004,M00034,5,1600230244
U00004,M00082,5,1642487039
U00004,M00094,5,1687752518
U00004,M00119,3,1717573616
U00004,M00100,4,1742490175
U00004,M00111,5,1749205262
U00004,M00075,4,1700738833
U00004,M00182,5,1735383095
U00004,M00106,3,1625679491
U00004,M00071,4,1684325610
U00004,M00196,5,1647842375
U00005,M00139,4,1647852393
U00005,M00057,5,1620730805
U00005,M00069,3,1739933781
U00005,M00042,4,1628248296
U00005,M00144,4,1705939422
U00005,M00158,2,1693022392
U00005,M00152,5,1634607143
U00005,M00164,5,1688529307
U00005,M00133,4,1642100026
U00005,M00184,5,1728005418
U00005,M00053,4,1734505555
U00005,M00009,5,1715940608
U00005,M00021,4,1637271164
U00005,M00127,5,1737819052
U00005,M00070,4,1736414796
U00005,M00027,4,1710120895
U00005,M00026,4,1721973901
U00005,M00199,5,1616945088
U00005,M00170,2,1690110087
U00005,M00126,4,1695356700
U00006,M00128,5,1640151128
U00006,M00188,5,1713763335
U00006,M00008,4,1738634002
U00006,M00132,3,1677187457
U00006,M00003,5,1653764669
U00006,M00018,4,1678034510
U00006,M00057,1,1715832545
U00006,M00047,4,1733448463
U00006,M00094,5,1670319674
U00006,M00156,5,1622406123
U00006,M00125,4,1702296312
U00006,M00137,4,1629931298
U00006,M00111,5,1636564638
U00006,M00101,5,1631822111
U00006,M00121,5,1696665205
U00006,M00182,4,1731754860
U00006,M00176,5,1613315829
U00006,M00029,5,1711257461
U00006,M00031,5,1742462643
U00006,M00071,4,1685490072
U00007,M00133,5,1672223701
U00007,M00139,5,1701023236
U00007,M00177,4,1674325983
U00007,M00132,4,1620312163
U00007,M00044,5,1644216092
U00007,M00103,5,1715901114
U00007,M00031,5,1692094427
U00007,M00131,5,1747355002
U00007,M00160,4,1661518671
U00007,M00038,4,1620669030
U00007,M00018,5,1663774221
U00007,M00027,5,1614546683
U00007,M00026,4,1660383655
U00007,M00193,4,1681354660
U00007,M00085,4,1668150024
U00007,M00121,5,1624046803
U00007,M00083,5,1678604237
U00007,M00130,4,1710269414
U00007,M00195,4,1725280945
U00007,M00150,5,1660728244
U00008,M00148,5,1648229948
U00008,M00104,3,1745641897
U00008,M00015,5,1660067686
U00008,M00119,3,1725952672
U00008,M00097,4,1748290584
U00008,M00170,5,1655631499
U00008,M00010,4,1670313894
U00008,M00033,5,1702280314
U00008,M00149,4,1651208060
U00008,M00177,4,1608564752
U00008,M00014,5,1719168554
U00008,M00112,5,1695597615
U00008,M00075,4,1719045307
U00008,M00061,5,1679654005
U00008,M00160,4,1665698440
U00008,M00039,4,1682895703
U00008,M00048,4,1749005274
U00008,M00040,4,1659628174
U00008,M00105,4,1668739306
U00008,M00193,3,1718145313
U00009,M00197,5,1645754899
U00009,M00074,4,1602964966
U00009,M00192,4,1624361573
U00009,M00080,4,1716722713
U00009,M00155,4,1736981576
U00009,M00166,4,1700177373
U00009,M00150,2,1714883857
U00009,M00041,4,1620798174
U00009,M00057,5,1737158336
U00009,M00109,4,1736549036
U00009,M00116,5,1681895047
U00009,M00138,5,1705208665
U00009,M00065,5,1711829180
U00009,M00069,5,1638266039
U00009,M00147,4,1707699368
U00009,M00171,4,1746419258
U00009,M00011,5,1681671252
U00009,M00078,4,1603484137
U00009,M00186,5,1691534116
U00009,M00159,4,1626469241
U00010,M00199,5,1739935117
U00010,M00191,4,1740766973
U00010,M00184,5,1620699627
U00010,M00026,4,1671426568
U00010,M00164,5,1732727358
U00010,M00144,4,1706631522
U00010,M00053,4,1724879392
U00010,M00041,4,1675962818
U00010,M00126,5,1682827739
U00010,M00139,5,1719471115
U00010,M00042,5,1697903010
U00010,M00163,5,1604766169
U00010,M00109,3,1677468910
U00010,M00198,5,1617735501
U00010,M00117,4,1746499611
U00010,M00133,5,1626675127
U00010,M00050,3,1663716538
U00010,M00152,5,1714463478
U00010,M00173,4,1653000654
U00010,M00062,5,1735915214
U00011,M00164,3,1712723621
U00011,M00163,1,1650587134
U00011,M00178,3,1626443704
U00011,M00088,5,1609169276
U00011,M00027,5,1659775993
U00011,M00038,4,1748160808
U00011,M00177,4,1698030973
U00011,M00119,4,1627545667
U00011,M00083,5,1731262629
U00011,M00150,5,1668173419
U00011,M00022,4,1628845101
U00011,M00016,5,1741986982
U00011,M00103,5,1643362537
U00011,M00160,5,1711887417
U00011,M00018,5,1682636315
U00011,M00023,5,1669621256
U00011,M00184,3,1603986664
U00011,M00167,5,1655804840
U00011,M00134,4,1672928811
U00011,M00102,3,1638785827
U00012,M00040,4,1661098730
U00012,M00134,5,1618295344
U00012,M00085,5,1615512080
U00012,M00039,4,1722971328
U00012,M00019,5,1666390966
U00012,M00119,4,1606626265
U00012,M00047,4,1670260547
U00012,M00103,5,1742296824
U00012,M00083,5,1738741226
U00012,M00105,5,1648904907
U00012,M00075,4,1643467271
U00012,M00193,4,1745632709
U00012,M00195,4,1719221591
U00012,M00044,4,1687712905
U00012,M00016,4,1632528796
U00012,M00033,3,1628981248
U00012,M00018,5,1604657936
U00012,M00121,4,1688399674
U00012,M00177,4,1665953739
U00012,M00023,5,1664727850
U00013,M00113,4,1669863616
U00013,M00124,5,1740441409
U00013,M00145,5,1649607409
U00013,M00078,4,1727633725
U00013,M00199,4,1684761686
U00013,M00092,4,1665209791
U00013,M00037,5,1716236185
U00013,M00010,3,1636106720
U00013,M00056,5,1718781242
U00013,M00179,4,1728346318
U00013,M00032,5,1744323594
U00013,M00133,4,1731722113
U00013,M00185,4,1658456441
U00013,M00074,5,1721644435
U00013,M00155,5,1695711302
U00013,M00053,4,1747321644
U00013,M00157,4,1740242337
U00013,M00178,4,1655497655
U00013,M00152,3,1732181288
U00013,M00060,5,1719212583
U00014,M00061,5,1714266607
U00014,M00073,4,1725621361
U00014,M00137,1,1600710346
U00014,M00010,4,1725206149
U00014,M00015,5,1610383828
U00014,M00148,5,1737361728
U00014,M00025,4,1718925849
U00014,M00040,4,1666752408
U00014,M00188,5,1643317252
U00014,M00179,2,1646598127
U00014,M00105,4,1629690422
U00014,M00033,4,1744655979
U00014,M00048,5,1619124368
U00014,M00001,5,1706176584
U00014,M00189,5,1692866605
U00014,M00158,5,1726323198
U00014,M00039,4,1738435228
U00014,M00082,4,1719368284
U00014,M00080,5,1744806139
U00014,M00075,5,1734838236
U00015,M00155,4,1648837727
U00015,M00112,3,1715615982
U00015,M00050,3,1648110117
U00015,M00056,5,1626129721
U00015,M00005,4,1700928009
U00015,M00057,4,1715144176
U00015,M00194,4,1708286016
U00015,M00017,5,1714452806
U00015,M00124,4,1628185536
U00015,M00011,4,1679661916
U00015,M00186,5,1677932439
